,,,Date,,Salesman GK,,Amount
"Jan 1, '23 - Jun 11, 26",,,,,,,
,,,07/04/2025,,"49,215.34",,"926,787.00"
,,,07/04/2025,,,,"1,500.00"
,,,07/04/2025,,,,"18,700.00"
,,,07/03/2025,,8980,,"172,380.00"
,,,07/03/2025,,,,"1,500.00"
,,,07/03/2025,,848,,"11,250.00"
,,,07/02/2025,,9026.26,,"187,457.00"
,,,07/02/2025,,,,"10,500.00"
,,,07/02/2025,,68267,,"954,650.00"
,,,07/02/2025,,,,"35,000.00"
,,,07/02/2025,,5700,,"176,300.00"
,,,07/02/2025,,,,"50,000.00"
,,,07/01/2025,,46221.21,,"2,017,918.00"
,,,07/01/2025,,,,"65,000.00"
,,,07/01/2025,,4070,,"41,552.00"
,,,07/01/2025,,55201.54,,"2,134,071.00"
,,,07/01/2025,,,,"13,500.00"
,,,07/01/2025,,,,"6,300.00"
,,,06/30/2025,,14400,,"1,065,600.00"
,,,06/30/2025,,11344.2,,"295,680.00"
,,,06/30/2025,,11192.39,,"147,030.00"
,,,06/30/2025,,89757.05,,"1,561,285.00"
,,,06/30/2025,," 48,255.75",,"533,213.68"
,,,06/30/2025,,120353.63,,"1,290,027.81"
,,,06/30/2025,,141511.9,,"1,939,180.52"
,,,06/30/2025,,15320,,"1,536,280.00"
,,,06/30/2025,,41702,,"782,579.00"
,,,06/30/2025,,,,"2,250.00"
,,,06/27/2025,,25867,,"349,000.00"
,,,06/27/2025,,9906.19,,"93,506.00"
,,,06/26/2025,,11540,,"28,000.00"
,,,06/26/2025,,49920,,"820,000.00"
,,,06/26/2025,,,,"10,500.00"
,,,06/26/2025,,2572,,"24,832.00"
,,,06/26/2025,,2300,,"66,000.00"
,,,06/26/2025,,,,"6,000.00"
,,,06/26/2025,,,,"247,680.00"
,,,06/26/2025,,,,"30,000.00"
,,,06/25/2025,,2922,,"18,161.00"
,,,06/25/2025,,11890.07,,"195,605.00"
,,,06/25/2025,,18959.18,,"244,755.00"
,,,06/25/2025,,,,"18,144.00"
,,,06/25/2025,,1130,,"14,670.00"
,,,06/25/2025,,20725.72,,"366,000.00"
,,,06/25/2025,,8123.70,,"87,569.17"
,,,06/24/2025,,6613.18,,"148,904.00"
,,,06/24/2025,,6138.9,,"72,455.00"
,,,06/24/2025,,768,,"15,968.00"
,,,06/23/2025,,5458.68,,"47,051.68"
,,,06/23/2025,,,,"10,000.00"
,,,06/23/2025,,"19,038",,"156,000.00"
,,,06/23/2025,,,,"9,850.00"
,,,06/23/2025,,568.32,,"6,228.00"
,,,06/23/2025,,"62,580",,"463,680.00"
,,,06/23/2025,,,,"5,250.00"
,,,06/23/2025,,63222.86,,"1,056,840.00"
,,,06/23/2025,,"78,221",,"684,350.00"
,,,06/23/2025,,,,0.00
,,,06/23/2025,,2382,,"50,022.00"
,,,06/23/2025,,8640,,"639,360.00"
,,,06/23/2025,,8640,,0.00
,,,06/23/2025,,81265.72,,"1,435,230.00"
,,,06/23/2025,,6144,,"90,240.00"
,,,06/23/2025,,,,"5,600.00"
,,,06/23/2025,,18192,,"554,400.00"
,,,06/20/2025,,24063.93,,"52,560.00"
,,,06/19/2025,,4016.27,,"132,743.00"
,,,06/19/2025,,,,"1,500.00"
,,,06/19/2025,,3193,,"60,006.00"
,,,06/18/2025,,,,"2,246,400.00"
,,,06/18/2025,,,,"2,304,000.00"
,,,06/18/2025,,510,,"3,750.00"
,,,06/18/2025,,36867.86,,"596,885.00"
,,,06/18/2025,,"61,400",,"2,188,800.00"
,,,06/18/2025,,18034.9,,"173,419.00"
,,,06/18/2025,,7420,,"139,000.00"
,,,06/18/2025,,0,,"7,200.00"
,,,06/18/2025,,,,"9,000.00"
,,,06/18/2025,,10110,,"214,870.00"
,,,06/18/2025,,7488.48,,"70,500.00"
,,,06/17/2025,,28800,,"2,160,000.00"
,,,06/17/2025,,,,"25,000.00"
,,,06/17/2025,,28800,,"2,160,000.00"
,,,06/17/2025,,,,"25,000.00"
,,,06/17/2025,,40453.99,,"407,955.00"
,,,06/17/2025,,1200,,"5,200.00"
,,,06/17/2025,,91180,,"3,888,000.00"
,,,06/17/2025,,2127,,"63,816.00"
,,,06/17/2025,,80991.99,,"1,041,492.00"
,,,06/17/2025,,,,"18,144.00"
,,,06/17/2025,,4180.38,,"123,695.00"
,,,06/17/2025,,916,,"19,196.00"
,,,06/17/2025,,3862,,"44,252.00"
,,,06/16/2025,,47600,,"2,160,000.00"
,,,06/16/2025,,30476.58,,"555,048.00"
,,,06/16/2025,,12786,,"245,148.00"
,,,06/16/2025,,,,"8,000.00"
,,,06/13/2025,,966.08,,"17,734.08"
,,,06/13/2025,,36514.29,,"1,123,200.00"
,,,06/13/2025,,5532.04,,"144,621.00"
,,,06/11/2025,,27944.22,,"764,383.00"
,,,06/11/2025,,,,"25,750.00"
,,,06/11/2025,,"25,876.7",,"82,035.00"
,,,06/11/2025,,40,,745.00
,,,06/11/2025,,2168,,"62,178.00"
,,,06/11/2025,,"146,058",,"4,550,400.00"
,,,06/11/2025,,,,"207,360.00"
,,,06/11/2025,,37666.29,,"306,416.00"
,,,06/10/2025,,18075.78,,"450,757.00"
,,,06/10/2025,,0,,"9,000.00"
,,,06/10/2025,,3127,,"33,704.16"
,,,06/10/2025,,0,,"11,000.00"
,,,06/10/2025,,12451.12,,"31,305.12"
,,,06/10/2025,,19620.28,,"678,000.00"
,,,06/10/2025,,"11,116",,"364,750.00"
,,,06/10/2025,,,,"5,000.00"
,,,06/10/2025,,"16,528.16",,"531,487.18"
,,,06/10/2025,,2197.8,,"32,051.88"
,,,06/09/2025,,,,"50,517.00"
,,,06/09/2025,,"24,415.95",,"644,690.06"
,,,06/09/2025,,1945,,"49,198.00"
,,,06/09/2025,,4007.57,,"58,143.00"
,,,06/09/2025,,,,"30,200.00"
,,,06/05/2025,,"27,986",,"302,500.00"
,,,06/05/2025,,6193,,"73,485.00"
,,,06/05/2025,,,,"7,400.00"
,,,06/05/2025,,8298.33,,"146,810.00"
,,,06/05/2025,,491,,0.00
,,,06/05/2025,,9914,,"14,600.00"
,,,06/04/2025,,460,,"5,020.00"
,,,06/04/2025,,13203.39,,"173,035.66"
,,,06/04/2025,,10170.17,,"129,559.92"
,,,06/04/2025,,"357,909",,"4,112,640.00"
,,,06/04/2025,,,,"17,000.00"
,,,06/04/2025,,6405.48,,"84,548.00"
,,,06/04/2025,,10190,,"218,500.00"
,,,06/04/2025,,6100,,"80,531.00"
,,,06/04/2025,,,,"8,000.00"
,,,06/03/2025,,54034,,"737,670.00"
,,,06/03/2025,,6451,,"45,600.00"
,,,06/02/2025,,2435.4,,"38,075.40"
,,,06/02/2025,,2083.51,,"53,899.00"
,,,06/02/2025,,56134.76,,"627,112.00"
,,,06/02/2025,,1820,,"27,670.00"
,,,06/02/2025,,4938,,"88,298.00"
,,,06/02/2025,,4938,,"1,500.00"
,,,06/02/2025,,,,"60,000.00"
,,,05/30/2025,,29946.98,,"406,360.00"
,,,05/30/2025,,0,,"17,000.00"
,,,05/30/2025,,"13,791",,"227,520.00"
,,,05/30/2025,,,,"1,500.00"
,,,05/29/2025,, 76656.53,,"910,231.00"
,,,05/29/2025,,,,"18,144.00"
,,,05/29/2025,,109,,"1,370.00"
,,,05/28/2025,,66404.36,,"887,184.00"
,,,05/28/2025,," 20,106.50",,"401,688.20"
,,,05/28/2025,,181822.03,,"2,078,150.00"
,,,05/28/2025,,,,"36,288.00"
,,,05/28/2025,,"58,670.5",,"499,750.00"
,,,05/28/2025,,,,0.00
,,,05/28/2025,,,,"7,500.00"
,,,05/28/2025,,14% = 8587,,0.00
,,,05/28/2025,,5085.69,,"72,740.00"
,,,05/27/2025,,1692,,"15,792.00"
,,,05/27/2025,,"89,326",,"4,492,000.00"
,,,05/27/2025,,1224.35,,"16,445.00"
,,,05/27/2025,,,,"7,000.00"
,,,05/27/2025,,2300,,"66,000.00"
,,,05/27/2025,,,,"6,000.00"
,,,05/27/2025,,533.5,,"11,203.50"
,,,05/26/2025,,"5,171.66",,"134,338.00"
,,,05/26/2025,,0,,"1,500.00"
,,,05/26/2025,,11712.34,,"300,062.00"
,,,05/23/2025,,"4.5% = 83,081.84",,"1,846,975.00"
,,,05/23/2025,,12029.36,,"50,400.00"
,,,05/23/2025,,"7,547.59",,"99,845.00"
,,,05/23/2025,,1124.5,,"17,374.50"
,,,05/23/2025,,"21,776.74",,"278,081.00"
,,,05/23/2025,,,,"1,500.00"
,,,05/23/2025,,"129,163.2",,"1,620,000.00"
,,,05/23/2025,,"129,163.2",,0.00
,,,05/23/2025,,32779.5,,"364,650.00"
,,,05/23/2025,,,,"11,475.00"
,,,05/22/2025,,30166.46,,"784,280.28"
,,,05/22/2025,,6959.52,,"206,669.50"
,,,05/22/2025,,"6,461.65",,"61,473.00"
,,,05/22/2025,,8731.5,,0.00
,,,05/22/2025,,"3.2% -41,840",,"1,296,000.00"
,,,05/22/2025,,"105,514.64",,"1,377,500.00"
,,,05/22/2025,,9115.5,,"233,550.00"
,,,05/22/2025,,,,0.00
,,,05/21/2025,,12248.33,,"164,450.00"
,,,05/21/2025,,"34,960",,"1,108,800.00"
,,,05/21/2025,,"16,371.6",,"199,240.00"
,,,05/21/2025,,,,"10,800.00"
,,,05/21/2025,,2172,,"17,100.00"
,,,05/21/2025,,1230,,"11,460.00"
,,,05/21/2025,,20736,,"656,640.00"
,,,05/21/2025,,,,"4,500.00"
,,,05/21/2025,,34560,,"1,094,400.00"
,,,05/21/2025,,287911.65,,"4,429,610.00"
,,,05/21/2025,,,,0.00
,,,05/21/2025,,,,"23,000.00"
,,,05/21/2025,,7425.93,,"74,861.00"
,,,05/20/2025,,7% -7860.06,,"111,700.40"
,,,05/20/2025,,"10% 655,200",,"6,552,000.00"
,,,05/20/2025,,5565.5,,"115,638.00"
,,,05/20/2025,,,,"8,000.00"
,,,05/20/2025,,1000,,"5,950.00"
,,,05/20/2025,,174120,,"3,348,000.00"
,,,05/19/2025,,195,,"4,110.00"
,,,05/19/2025,,13571.25,,"302,143.00"
,,,05/19/2025,,,,"30,495.00"
,,,05/19/2025,,1110.12,,"5,880.00"
,,,05/19/2025,,10520,,"218,500.00"
,,,05/19/2025,,192,,"2,112.00"
,,,05/16/2025,,"41,059.12",,"853,698.00"
,,,05/16/2025,,,,"17,500.00"
,,,05/16/2025,,1757,,"9,730.00"
,,,05/16/2025,,"12,957",,"47,250.00"
,,,05/16/2025,,"30,750.88",,"544,284.00"
,,,05/16/2025,,,,"23,840.00"
,,,05/16/2025,,10520,,"218,500.00"
,,,05/15/2025,,23100,,"317,800.00"
,,,05/15/2025,,95807.42,,"1,703,775.00"
,,,05/15/2025,,"15,057",,"20,400.00"
,,,05/15/2025,,12802.44,,"218,920.00"
,,,05/14/2025,,2487.6,,"27,215.00"
,,,05/14/2025,,1642,,"25,620.00"
,,,05/14/2025,,139776.40,,"3,412,800.00"
,,,05/14/2025,,12250,,"45,000.00"
,,,05/14/2025,,"15,057",,"29,764.00"
,,,05/13/2025,,,,"7,900.00"
,,,05/13/2025,,45279.5,,"496,600.00"
,,,05/13/2025,,45310,,"493,825.00"
,,,05/13/2025,,21828.6,,"230,600.00"
,,,05/13/2025,,7500,,"69,500.00"
,,,05/13/2025,,,,"70,000.00"
,,,05/13/2025,,252,,"3,321.00"
,,,05/13/2025,,172,,"1,800.00"
,,,05/13/2025,,28137.43,,"582,350.00"
,,,05/13/2025,,,,"46,144.00"
,,,05/13/2025,,183174.69,,"2,340,585.00"
,,,05/13/2025,,,,"92,824.00"
,,,05/09/2025,,1274,,"11,900.00"
,,,05/09/2025,,1587,,"27,708.00"
,,,05/09/2025,,1179,,"18,142.00"
,,,05/09/2025,,1904,,"36,000.00"
,,,05/09/2025,,,,"4,000.00"
,,,05/08/2025,,80284.52,,"1,547,748.00"
,,,05/08/2025,,4113,,"83,181.00"
,,,05/08/2025,,950,,"10,500.00"
,,,05/08/2025,,5400,,"50,700.00"
,,,05/07/2025,,13352.16,,"227,270.00"
,,,05/07/2025,,,,"37,050.00"
,,,05/07/2025,,753,,"8,268.00"
,,,05/06/2025,,47075,,"808,900.00"
,,,05/06/2025,,,,"20,000.00"
,,,05/06/2025,,28975,,"520,000.00"
,,,05/06/2025,,,,"20,000.00"
,,,05/06/2025,,502,,"5,512.00"
,,,05/06/2025,,86717.14,,"1,459,158.00"
,,,05/06/2025,,250,,"2,500.00"
,,,05/06/2025,,2653,,"38,376.00"
,,,05/05/2025,,8734,,"75,640.00"
,,,05/05/2025,,31050,,"516,000.00"
,,,05/05/2025,,615,,"6,720.00"
,,,05/05/2025,,2522,,"32,864.00"
,,,05/05/2025,,800,,"6,800.00"
,,,05/05/2025,,382,,"4,749.00"
,,,05/05/2025,,48548.29,,"394,900.00"
,,,05/05/2025,,80870.40,,"1,497,600.00"
,,,05/05/2025,,1679.52,,"16,864.00"
,,,05/02/2025,,50398,,"905,400.00"
,,,05/02/2025,,,,"4,320,000.00"
,,,04/30/2025,,1068,,"11,604.00"
,,,04/30/2025,,11700,,"168,750.00"
,,,04/30/2025,,,,"2,131,200.00"
,,,04/30/2025,,2678.91,,"29,406.00"
,,,04/30/2025,,,,"6,450.00"
,,,04/29/2025,,,,"1,100.00"
,,,04/29/2025,,,,"4,432,896.00"
,,,04/29/2025,,,,"58,200.00"
,,,04/29/2025,,,,"2,216,448.00"
,,,04/29/2025,,24355,,"835,385.00"
,,,04/29/2025,,,,"19,600.00"
,,,04/29/2025,,4984.59,,"87,477.00"
,,,04/29/2025,,15844.66,,"278,481.00"
,,,04/29/2025,,750,,"8,100.00"
,,,04/29/2025,,590,,"6,250.00"
,,,04/29/2025,,2039.5,,"31,920.00"
,,,04/28/2025,,255.09,,"4,387.00"
,,,04/28/2025,,,,"451,660.00"
,,,04/28/2025,,,,"2,200.00"
,,,04/28/2025,,,,"2,131,200.00"
,,,04/28/2025,,,,"2,131,200.00"
,,,04/28/2025,,,,"2,131,200.00"
,,,04/28/2025,,,,"14,000.00"
,,,04/28/2025,,,,"14,000.00"
,,,04/28/2025,,,,"14,000.00"
,,,04/28/2025,," 2,002.00",,"22,430.00"
,,,04/28/2025,,7826.11,,"120,150.00"
,,,04/28/2025,,"3,402",,"68,000.00"
,,,04/25/2025,,"84,858.03",,"2,301,027.38"
,,,04/25/2025,,"9,962.30",,"150,174.00"
,,,04/25/2025,,0,,"8,000.00"
,,,04/25/2025,,"15,551.90",,"154,950.00"
,,,04/25/2025,,"23,278.38",,"417,549.00"
,,,04/25/2025,,"12,036",,"53,720.00"
,,,04/25/2025,,,,"1,500.00"
,,,04/25/2025,,,,"2,557,440.00"
,,,04/24/2025,,,,"2,131,200.00"
,,,04/24/2025,,"25,895.61",,"342,050.00"
,,,04/24/2025,,,,"25,000.00"
,,,04/24/2025,," 1,834.06",,"50,122.00"
,,,04/24/2025,,"8,761",,"109,282.00"
,,,04/24/2025,,"7,180.50",,"95,268.00"
,,,04/24/2025,,,,"4,500.00"
,,,04/24/2025,," 16,528.50",,"486,649.00"
,,,04/23/2025,,"6,302.77",,"37,875.00"
,,,04/23/2025,,"5,490.85",,"57,068.00"
,,,04/23/2025,,,,"745,920.00"
,,,04/23/2025,,,,"5,250.00"
,,,04/23/2025,,"1,404.45",,"16,245.90"
,,,04/22/2025,,550.00,,"10,500.00"
,,,04/22/2025,,"2,032.50",,"33,600.00"
,,,04/22/2025,,"3,464.80",,"51,742.15"
,,,04/22/2025,,"6,186.19",,"71,218.00"
,,,04/21/2025,,"9,382.50",,"104,292.00"
,,,04/21/2025,,"9,295.89",,"159,242.00"
,,,04/21/2025,,"21,812.40",,"1,080,000.00"
,,,04/21/2025,,"6,302.77",,"37,875.00"
,,,04/21/2025,," 2,450.00",,"74,200.00"
,,,04/16/2025,,,,"322,848.00"
,,,04/16/2025,,,,"23,875.00"
,,,04/16/2025,,,,"1,614,240.00"
,,,04/16/2025,,,,"23,875.00"
,,,04/16/2025,,"13,387.00",,"165,728.78"
,,,04/16/2025,,,,"1,210,680.00"
,,,04/16/2025,,,,"15,000.00"
,,,04/15/2025,,"8,103",,"102,000.00"
,,,04/15/2025,,420,,"5,620.00"
,,,04/15/2025,,"131,270.94",,"1,770,836.00"
,,,04/15/2025,,,,"36,288.00"
,,,04/15/2025,," 23,983.77",,"368,299.00"
,,,04/15/2025,,,,"19,040.00"
,,,04/15/2025,,"10,180.67",,"137,033.40"
,,,04/14/2025,,"1,307.50",,"15,448.00"
,,,04/14/2025,,"1,059.70",,"11,335.00"
,,,04/14/2025,,,,"1,108,800.00"
,,,04/14/2025,,"4,326.00",,"65,700.00"
,,,04/14/2025,,,,"3,665,203.20"
,,,04/11/2025,,"71,641.06",,"961,845.00"
,,,04/11/2025,,,,"28,940.00"
,,,04/10/2025,," 5,599.58",,"263,525.00"
,,,04/10/2025,," 7,922.36",,"118,900.00"
,,,04/10/2025,,,,"12,375.00"
,,,04/10/2025,,,,"628,992.00"
,,,04/10/2025,," 1,351.40",,"18,191.40"
,,,04/08/2025,,"9,530.20",,"116,200.20"
,,,04/08/2025,,"6,000",,"69,000.00"
,,,04/08/2025,,"29,359.42",,"695,020.00"
,,,04/08/2025,,,,"41,250.00"
,,,04/07/2025,,,,"1,385,280.00"
,,,04/07/2025,,,,"9,750.00"
,,,04/04/2025,,"1,953.20",,"52,440.00"
,,,04/04/2025,,"4,220",,"19,460.00"
,,,04/04/2025,,345.70,,"5,746.00"
,,,04/04/2025,,"16,048.65",,"594,658.00"
,,,04/04/2025,,0,,"31,500.00"
,,,04/04/2025,," 4,828.80",,"137,137.00"
,,,04/04/2025,,"22,392.25",,"427,487.76"
,,,04/03/2025,,,,"941,184.00"
,,,04/03/2025,,"4,856.40",,"71,791.27"
,,,04/03/2025,,"6,392.77",,"115,785.00"
,,,04/02/2025,,,,"60,000.00"
,,,04/02/2025,,"14,051.79",,"252,500.00"
,,,04/02/2025,,2056,,"17,366.00"
,,,04/02/2025,,,,"1,108,800.00"
,,,04/02/2025,," 4,682.76",,"85,888.00"
,,,04/02/2025,,,,"7,250.00"
,,,03/31/2025,,"2,324.65",,"68,500.00"
,,,03/31/2025,," 9,286.87",,"123,615.00"
,,,03/31/2025,,"10,708.61",,"155,344.00"
,,,03/31/2025,,,,"2,246,400.00"
,,,03/31/2025,,,,"1,108,800.00"
,,,03/28/2025,,"74,723.52",,"716,509.00"
,,,03/28/2025,,"4,025.00",,"43,400.00"
,,,03/28/2025,,,,"1,460,160.00"
,,,03/28/2025,,,,"1,460,160.00"
,,,03/28/2025,,,,"1,347,840.00"
,,,03/28/2025,,,,"2,186,496.00"
,,,03/28/2025,,,,"26,000.00"
,,,03/28/2025,," 4,756.00",,"181,550.00"
,,,03/28/2025,," 26,152.27",,"788,218.00"
,,,03/28/2025,,,,"21,525.00"
,,,03/28/2025,," 24,381.00",,"451,500.00"
,,,03/28/2025,,,,"4,147,200.00"
,,,03/28/2025,,"2,889.00",,"50,517.00"
,,,03/28/2025,,194.80,,"3,660.00"
,,,03/28/2025,,"5,274.76",,"288,736.00"
,,,03/28/2025,,,,"11,925.00"
,,,03/27/2025,,,,"15,000.00"
,,,03/27/2025,,"3,851.00",,"36,800.00"
,,,03/27/2025,," 1,554.27",,"16,468.00"
,,,03/27/2025,,"8,892.36",,"157,000.00"
,,,03/27/2025,,,,0.00
,,,03/27/2025,," 4,742.12",,"173,978.00"
,,,03/27/2025,,,,"27,750.00"
,,,03/27/2025,,,,"224,640.00"
,,,03/26/2025,,946.78,,"50,746.00"
,,,03/26/2025,,521,,100.00
,,,03/26/2025,,"19,900.15",,"252,600.00"
,,,03/26/2025,,,,"18,144.00"
,,,03/26/2025,," 8,834.20",,"179,780.00"
,,,03/26/2025,,,,"7,700.00"
,,,03/25/2025,," 8,418.24",,0.00
,,,03/25/2025,,,,"2,073,600.00"
,,,03/25/2025,,,,0.00
,,,03/25/2025,,,,"60,000.00"
,,,03/25/2025,,521,,"4,100.00"
,,,03/25/2025,,"6,756.05",,"88,227.00"
,,,03/25/2025,,"17,562.85",,"395,230.86"
,,,03/25/2025,,,,"10,400.00"
,,,03/25/2025,,"22,082.99",,"497,912.06"
,,,03/25/2025,,0,,"10,400.00"
,,,03/24/2025,," 6,881.60",,"24,910.00"
,,,03/24/2025,,"17,840.36",,"154,336.00"
,,,03/24/2025,,0,,"5,800.00"
,,,03/24/2025,,"32,504.38",,"671,813.00"
,,,03/24/2025,,0,,"9,000.00"
,,,03/24/2025,,"15,817.70",,"321,662.00"
,,,03/24/2025,,,,"1,684,800.00"
,,,03/24/2025,,,,"18,000.00"
,,,03/22/2025,,,,"16,588,800.00"
,,,03/21/2025,,,,"1,555,200.00"
,,,03/21/2025,,0,,"16,160.00"
,,,03/21/2025,,"4,593.43",,"77,400.00"
,,,03/21/2025,,,,"14,625.00"
,,,03/21/2025,,"4,593.43",,"77,400.00"
,,,03/21/2025,,,,"14,625.00"
,,,03/21/2025,,,,"2,073,600.00"
,,,03/21/2025,,,,"15,000.00"
,,,03/21/2025,," 5,202.40",,"110,355.56"
,,,03/21/2025,,,,"1,460,160.00"
,,,03/21/2025,,,,"1,460,160.00"
,,,03/21/2025,,,,"1,347,840.00"
,,,03/21/2025,,,,"561,600.00"
,,,03/20/2025,,"17,340",,"345,000.00"
,,,03/20/2025,,340.00,,"8,000.00"
,,,03/20/2025,,3352,,"54,800.00"
,,,03/20/2025,,300/12.5%,,"2,400.00"
,,,03/20/2025,,280.00,,"2,550.00"
,,,03/20/2025,,,,"2,009,280.00"
,,,03/20/2025,,0,,"26,500.00"
,,,03/20/2025,,"44,255.00",,"898,500.00"
,,,03/20/2025,,,,"1,108,800.00"
,,,03/20/2025,,,,"2,020,422.00"
,,,03/20/2025,,,,"38,750.00"
,,,03/20/2025,,28685.06/11.5%,,"248,040.00"
,,,03/20/2025,,,,"60,000.00"
,,,03/19/2025,,"177,333.73",,"8,507,216.34"
,,,03/19/2025,,,,"4,060,800.00"
,,,03/18/2025,,"14,842.86",,"157,600.00"
,,,03/18/2025,,,,"7,950.00"
,,,03/18/2025,,"3,112.50",,0.00
,,,03/18/2025,,,,"4,147,200.00"
,,,03/18/2025,,,,"28,600.00"
,,,03/18/2025,,,,"2,073,600.00"
,,,03/17/2025,,,,"4,350.00"
,,,03/17/2025,,"45,643.00",,"494,044.00"
,,,03/17/2025,,,,"65,500.00"
,,,03/17/2025,,"12,150.63",,"104,007.00"
,,,03/17/2025,,,,"1,261,440.00"
,,,03/14/2025,,"1,440.00",,"15,840.00"
,,,03/14/2025,,,,"4,320,000.00"
,,,03/14/2025,,,,0.00
,,,03/14/2025,,,,"1,202,688.00"
,,,03/14/2025,,,,"57,150.00"
,,,03/14/2025,,"3,468.50",,"42,450.00"
,,,03/14/2025,,"14,475.70",,"151,620.00"
,,,03/14/2025,,526.22,,"5,920.00"
,,,03/14/2025,,"2,414.87",,"34,990.00"
,,,03/13/2025,,"164,399.00",,"959,200.00"
,,,03/13/2025,,0,,0.00
,,,03/13/2025,,,,"426,240.00"
,,,03/13/2025,,,,"2,073,600.00"
,,,03/13/2025,,,,0.00
,,,03/13/2025,,79740/10%,,"760,500.00"
,,,03/12/2025,," 22,419.90",,"376,160.00"
,,,03/12/2025,,,,0.00
,,,03/12/2025,,,,"1,460,160.00"
,,,03/12/2025,,"113,647.96",,"1,789,989.00"
,,,03/12/2025,,"7,782.68",,"73,080.00"
,,,03/12/2025,,"1,212.00",,"8,512.00"
,,,03/12/2025,,,,"1,460,160.00"
,,,03/12/2025,,,,"2,073,600.00"
,,,03/12/2025,,0,,"17,025.00"
,,,03/12/2025,,"3,504.00",,"63,600.00"
,,,03/11/2025,,444/9%,,"4,920.00"
,,,03/11/2025,,"2,403.00",,"81,000.00"
,,,03/11/2025,,,,"8,000.00"
,,,03/11/2025,,2981.54/25.9%,,"11,468.00"
,,,03/10/2025,,,,"168,000.00"
,,,03/10/2025,,,,"2,016,000.00"
,,,03/10/2025,,,,"2,073,600.00"
,,,03/10/2025,,28229.30/27.3%,,"103,058.00"
,,,03/10/2025,,,,"4,368,000.00"
,,,03/10/2025,,16.14%/34489.55,,"213,689.55"
,,,03/10/2025,,0,,"15,000.00"
,,,03/10/2025,, 847.70,,"13,841.70"
,,,03/10/2025,,,,"1,460,160.00"
,,,03/10/2025,,,,"1,347,840.00"
,,,03/07/2025,," 2,273.15",,"25,516.00"
,,,03/07/2025,,616.00,,"20,690.00"
,,,03/07/2025,,,,"803,712.00"
,,,03/07/2025,,,,"36,825.00"
,,,03/07/2025,," 45,524.55",,"473,765.00"
,,,03/07/2025,,,,"35,000.00"
,,,03/07/2025,,30185,,"153,585.00"
,,,03/07/2025,,,,"35,000.00"
,,,03/07/2025,," 67,058.00",,"333,215.00"
,,,03/07/2025,,2317/9.3%,,"24,690.00"
,,,03/06/2025,,"11,092.50",,"84,585.00"
,,,03/06/2025,,"3,348.00",,"36,720.00"
,,,03/06/2025,,,,"207,360.00"
,,,03/06/2025,,717.67/5.6%,,"12,656.80"
,,,03/05/2025,," 3,490.00",,"45,000.00"
,,,03/05/2025,,1942.72/2.9%,,"92,921.20"
,,,03/05/2025,,0,,"7,300.00"
,,,03/05/2025,,826/10%,,"7,996.00"
,,,03/05/2025,,16315/6.4%,,"252,500.00"
,,,03/04/2025,,"6,882.05",,"79,980.00"
,,,03/04/2025,,"3,705.75",,"50,170.47"
,,,03/04/2025,,111388/5%,,"2,221,056.00"
,,,03/04/2025,,0,,"90,000.00"
,,,03/04/2025,," 6,538.80",,"46,920.00"
,,,03/04/2025,,,,"5,000.00"
,,,03/04/2025,,,,"1,832,601.60"
,,,03/03/2025,,"6,371.56",,"55,120.00"
,,,03/03/2025,,"1,920.00",,"25,612.00"
,,,03/03/2025,,610/9.74%,,"6,264.00"
,,,03/03/2025,,"23,960/7.45%",,"321,616.00"
,,,02/28/2025,,7912.65/17.4%,,"44,352.25"
,,,02/28/2025,,,,"20,736,000.00"
,,,02/28/2025,,,,"19,874,400.00"
,,,02/28/2025,,"29,091.57",,"276,106.00"
,,,02/28/2025,,0,,"17,000.00"
,,,02/28/2025,,1810.40/15.2%,,"11,888.00"
,,,02/28/2025,,23318/9.2%,,"251,488.00"
,,,02/28/2025,,0,,"18,020.00"
,,,02/28/2025,,875/24.9%,,"3,510.00"
,,,02/28/2025,,,,"4,089,600.00"
,,,02/28/2025,,531.57,,"26,061.00"
,,,02/28/2025,,"  1,980.00 /7.9%",,"34,400.00"
,,,02/28/2025,,,,400.00
,,,02/28/2025,,0,,0.00
,,,02/28/2025,,,,"1,460,160.00"
,,,02/28/2025,,,,"1,460,160.00"
,,,02/27/2025,,,,"2,016,000.00"
,,,02/27/2025,,,,"20,000.00"
,,,02/27/2025,,,,"1,065,600.00"
,,,02/27/2025,,,,"17,800.00"
,,,02/27/2025,," 17,864.00",,"277,900.00"
,,,02/27/2025,,,,"15,000.00"
,,,02/27/2025,,14462.08/7%,,"204,000.00"
,,,02/27/2025,,0,,"15,456.00"
,,,02/27/2025,,1752.87/8.8%,,"19,788.00"
,,,02/27/2025,,157.80/14%,,"10,620.00"
,,,02/27/2025,,0,,"4,950.00"
,,,02/27/2025,,"14,653.03",,"207,832.80"
,,,02/27/2025,,"18,022.46",,"290,615.05"
,,,02/27/2025,,"46,692.76",,"653,058.00"
,,,02/27/2025,,,,"15,456.00"
,,,02/26/2025,," 5,781.00",,"116,100.00"
,,,02/26/2025,,"10,166.23",,"99,560.00"
,,,02/26/2025,,,,"29,264.00"
,,,02/26/2025,," 1,872.20",,"36,620.00"
,,,02/26/2025,,140/6.5%,,"2,140.00"
,,,02/26/2025,,,,"2,044,800.00"
,,,02/26/2025,,,,"28,000.00"
,,,02/26/2025,,,,"2,044,800.00"
